,CodeRoute,Latitude,Longitude,Altitude,Date,Speed,TimeDifference,Distance,FileName,CumTimeDiff,VideoFrame
3238,taxi_234,41.903257051067285,12.487618813440866,0.0,"1847   2014-02-01 00:07:08+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.7714292467243355,8,40.127719964951666,,418,50
3239,taxi_234,41.903364256202195,12.488080637250397,0.0,"1847   2014-02-01 00:07:16+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.7714292467243355,8,40.127719964951666,,426,51
3240,taxi_234,41.9034042297894,12.488256906313401,0.0,2014-02-01 00:07:20+00:00,4.7714292467243355,20,95.42858493448671,,430,52
3241,taxi_234,41.9027167075043,12.489182074555199,0.0,2014-02-01 00:07:30+00:00,10.83199260796632,10,108.3199260796632,,440,53
3242,taxi_234,41.902655052668386,12.488699653923689,0.0,"1849   2014-02-01 00:07:38+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.828929867129118,8,40.61130018255589,,448,54
3243,taxi_234,41.90256309951221,12.487975656207302,0.0,2014-02-01 00:07:51+00:00,4.828929867129118,21,101.40752720971149,,461,55
3244,taxi_234,41.90247106377792,12.487437001623732,0.0,"1850   2014-02-01 00:07:59+00:00
Name: Date, dtype: datetime64[ns, UTC]",5.451855264639726,8,45.8501027756201,,469,56
3245,taxi_234,41.9024539089326,12.487334204990301,0.0,2014-02-01 00:08:01+00:00,5.451855264639727,10,54.51855264639727,,471,57
3246,taxi_234,41.9024539089326,12.487334204990301,0.0,2014-02-01 00:08:10+00:00,0.0,9,0.0,,480,58
3247,taxi_234,41.9024539089326,12.487334204990301,0.0,"1852   2014-02-01 00:08:18+00:00
Name: Date, dtype: datetime64[ns, UTC]",0.0,8,0.0,,488,59
3248,taxi_234,41.9024539089326,12.487334204990301,0.0,2014-02-01 00:08:30+00:00,0.0,20,0.0,,500,60
3249,taxi_234,41.9024218752779,12.4864137901492,0.0,2014-02-01 00:08:41+00:00,6.940243666774001,11,76.34268033451401,,511,61
3250,taxi_234,41.90270712904338,12.486446194964559,0.0,"1854   2014-02-01 00:08:49+00:00
Name: Date, dtype: datetime64[ns, UTC]",3.7809065778624498,8,31.797424319823204,,519,62
3251,taxi_234,41.9029923827855,12.486478600068375,0.0,"1854   2014-02-01 00:08:57+00:00
Name: Date, dtype: datetime64[ns, UTC]",3.7809065778624498,8,31.797424319823204,,527,63
3252,taxi_234,41.9030648886686,12.486487109193002,0.0,2014-02-01 00:09:00+00:00,3.7809065778624498,19,71.83722497938655,,530,64
